filename,volcano_name
cotopaxi_2026_002.pdf,Cotopaxi
cotopaxi_2026_003.pdf,Cotopaxi
cotopaxi_2026_004.pdf,Cotopaxi
cotopaxi_2026_005.pdf,Cotopaxi
cotopaxi_2026_006.pdf,Cotopaxi
reventador_2026_217.pdf,Reventador
reventador_2026_218.pdf,Reventador
reventador_2026_219.pdf,Reventador
reventador_2026_220.pdf,Reventador
reventador_2026_221.pdf,Reventador
sangay_2026_217.pdf,Sangay
sangay_2026_218.pdf,Sangay
sangay_2026_219.pdf,Sangay
sangay_2026_220.pdf,Sangay
sangay_2026_221.pdf,Sangay
